CAMPAIGN_ID,CAMPAIGN_NAME,START_DATE,END_DATE,BUDGET,CHANNEL,STATUS,TARGET_AUDIENCE,CREATED_AT
548,Seasonal Promotion 463,2024-04-08,2024-04-22,41736.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
549,Seasonal Promotion 464,2024-04-09,2024-04-24,77789.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
550,Seasonal Promotion 465,2024-04-10,2024-04-26,19321.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
551,Seasonal Promotion 466,2024-04-11,2024-04-28,64541.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
552,Seasonal Promotion 467,2024-04-12,2024-04-30,41476.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
553,Seasonal Promotion 468,2024-04-13,2024-05-02,90938.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
554,Seasonal Promotion 469,2024-04-14,2024-05-04,96998.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
555,Seasonal Promotion 470,2024-04-15,2024-05-06,54788.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
556,Seasonal Promotion 471,2024-04-16,2024-05-08,26775.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
557,Seasonal Promotion 472,2024-04-17,2024-05-10,94446.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
558,Seasonal Promotion 473,2024-04-18,2024-05-12,22125.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
559,Seasonal Promotion 474,2024-04-19,2024-05-14,53758.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
560,Seasonal Promotion 475,2024-04-20,2024-05-16,94107.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
561,Seasonal Promotion 476,2024-04-21,2024-05-18,38793.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
562,Seasonal Promotion 477,2024-04-22,2024-05-20,93848.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
563,Seasonal Promotion 478,2024-04-23,2024-05-22,38359.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
564,Seasonal Promotion 479,2024-04-24,2024-05-24,30544.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
565,Seasonal Promotion 480,2024-04-25,2024-04-26,62383.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
566,Seasonal Promotion 481,2024-04-26,2024-04-28,66152.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
567,Seasonal Promotion 482,2024-04-27,2024-04-30,31931.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
568,Seasonal Promotion 483,2024-04-28,2024-05-02,91514.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
569,Seasonal Promotion 484,2024-04-29,2024-05-04,75412.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
570,Seasonal Promotion 485,2024-04-30,2024-05-06,32621.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
571,Seasonal Promotion 486,2024-05-01,2024-05-08,81650.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
572,Seasonal Promotion 487,2024-05-02,2024-05-10,27057.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
573,Seasonal Promotion 488,2024-05-03,2024-05-12,98503.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
574,Seasonal Promotion 489,2024-05-04,2024-05-14,13506.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
575,Seasonal Promotion 490,2024-05-05,2024-05-16,92083.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
576,Seasonal Promotion 491,2024-05-06,2024-05-18,95043.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
577,Seasonal Promotion 492,2024-05-07,2024-05-20,66366.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
578,Seasonal Promotion 493,2024-05-08,2024-05-22,69328.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
579,Seasonal Promotion 494,2024-05-09,2024-05-24,44911.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
580,Seasonal Promotion 495,2024-05-10,2024-05-26,68186.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
581,Seasonal Promotion 496,2024-05-11,2024-05-28,94936.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
582,Seasonal Promotion 497,2024-05-12,2024-05-30,79713.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
583,Seasonal Promotion 498,2024-05-13,2024-06-01,88456.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
584,Seasonal Promotion 499,2024-05-14,2024-06-03,93126.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
585,Seasonal Promotion 500,2024-05-15,2024-06-05,86193.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
586,Seasonal Promotion 501,2024-05-16,2024-06-07,86882.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
587,Seasonal Promotion 502,2024-05-17,2024-06-09,31883.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
588,Seasonal Promotion 503,2024-05-18,2024-06-11,62565.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
589,Seasonal Promotion 504,2024-05-19,2024-06-13,13376.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
590,Seasonal Promotion 505,2024-05-20,2024-06-15,58829.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
591,Seasonal Promotion 506,2024-05-21,2024-06-17,21059.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
592,Seasonal Promotion 507,2024-05-22,2024-06-19,98324.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
593,Seasonal Promotion 508,2024-05-23,2024-06-21,37487.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
594,Seasonal Promotion 509,2024-05-24,2024-06-23,55695.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
595,Seasonal Promotion 510,2024-05-25,2024-05-26,22165.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
596,Seasonal Promotion 511,2024-05-26,2024-05-28,81770.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
597,Seasonal Promotion 512,2024-05-27,2024-05-30,17093.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
598,Seasonal Promotion 513,2024-05-28,2024-06-01,50867.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
599,Seasonal Promotion 514,2024-05-29,2024-06-03,70257.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
600,Seasonal Promotion 515,2024-05-30,2024-06-05,31216.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
601,Seasonal Promotion 516,2024-05-31,2024-06-07,62836.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
602,Seasonal Promotion 517,2024-06-01,2024-06-09,94203.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
603,Seasonal Promotion 518,2024-06-02,2024-06-11,31808.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
604,Seasonal Promotion 519,2024-06-03,2024-06-13,97606.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
605,Seasonal Promotion 520,2024-06-04,2024-06-15,49997.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
606,Seasonal Promotion 521,2024-06-05,2024-06-17,23262.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
607,Seasonal Promotion 522,2024-06-06,2024-06-19,58646.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
608,Seasonal Promotion 523,2024-06-07,2024-06-21,11325.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
609,Seasonal Promotion 524,2024-06-08,2024-06-23,42044.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
610,Seasonal Promotion 525,2024-06-09,2024-06-25,20090.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
611,Seasonal Promotion 526,2024-06-10,2024-06-27,13917.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
612,Seasonal Promotion 527,2024-06-11,2024-06-29,43487.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
613,Seasonal Promotion 528,2024-06-12,2024-07-01,55504.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
614,Seasonal Promotion 529,2024-06-13,2024-07-03,90429.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
615,Seasonal Promotion 530,2024-06-14,2024-07-05,91405.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
616,Seasonal Promotion 531,2024-06-15,2024-07-07,91990.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
617,Seasonal Promotion 532,2024-06-16,2024-07-09,36570.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
618,Seasonal Promotion 533,2024-06-17,2024-07-11,19104.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
619,Seasonal Promotion 534,2024-06-18,2024-07-13,36316.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
620,Seasonal Promotion 535,2024-06-19,2024-07-15,33805.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
621,Seasonal Promotion 536,2024-06-20,2024-07-17,97812.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
622,Seasonal Promotion 537,2024-06-21,2024-07-19,23460.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
623,Seasonal Promotion 538,2024-06-22,2024-07-21,29645.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
624,Seasonal Promotion 539,2024-06-23,2024-07-23,73050.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
625,Seasonal Promotion 540,2024-06-24,2024-06-25,82808.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
626,Seasonal Promotion 541,2024-06-25,2024-06-27,94891.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
627,Seasonal Promotion 542,2024-06-26,2024-06-29,47942.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
628,Seasonal Promotion 543,2024-06-27,2024-07-01,49302.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
629,Seasonal Promotion 544,2024-06-28,2024-07-03,63735.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
630,Seasonal Promotion 545,2024-06-29,2024-07-05,43374.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
631,Seasonal Promotion 546,2024-06-30,2024-07-07,60142.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
632,Seasonal Promotion 547,2024-07-01,2024-07-09,55088.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
633,Seasonal Promotion 548,2024-07-02,2024-07-11,93534.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
634,Seasonal Promotion 549,2024-07-03,2024-07-13,68544.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
635,Seasonal Promotion 550,2024-07-04,2024-07-15,69297.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
636,Seasonal Promotion 551,2024-07-05,2024-07-17,99867.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
637,Seasonal Promotion 552,2024-07-06,2024-07-19,70599.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
638,Seasonal Promotion 553,2024-07-07,2024-07-21,25304.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
639,Seasonal Promotion 554,2024-07-08,2024-07-23,55297.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
640,Seasonal Promotion 555,2024-07-09,2024-07-25,91042.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
641,Seasonal Promotion 556,2024-07-10,2024-07-27,51042.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
642,Seasonal Promotion 557,2024-07-11,2024-07-29,85389.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
643,Seasonal Promotion 558,2024-07-12,2024-07-31,32013.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
644,Seasonal Promotion 559,2024-07-13,2024-08-02,51764.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
645,Seasonal Promotion 560,2024-07-14,2024-08-04,66971.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
646,Seasonal Promotion 561,2024-07-15,2024-08-06,57144.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
647,Seasonal Promotion 562,2024-07-16,2024-08-08,11960.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
648,Seasonal Promotion 563,2024-07-17,2024-08-10,41433.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
649,Seasonal Promotion 564,2024-07-18,2024-08-12,22953.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
650,Seasonal Promotion 565,2024-07-19,2024-08-14,42974.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
651,Seasonal Promotion 566,2024-07-20,2024-08-16,27198.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
652,Seasonal Promotion 567,2024-07-21,2024-08-18,76858.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
653,Seasonal Promotion 568,2024-07-22,2024-08-20,67440.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
654,Seasonal Promotion 569,2024-07-23,2024-08-22,27879.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
655,Seasonal Promotion 570,2024-07-24,2024-07-25,56151.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
656,Seasonal Promotion 571,2024-07-25,2024-07-27,73496.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
657,Seasonal Promotion 572,2024-07-26,2024-07-29,22749.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
658,Seasonal Promotion 573,2024-07-27,2024-07-31,94905.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
659,Seasonal Promotion 574,2024-07-28,2024-08-02,55742.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
660,Seasonal Promotion 575,2024-07-29,2024-08-04,22574.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
661,Seasonal Promotion 576,2024-07-30,2024-08-06,95411.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
662,Seasonal Promotion 577,2024-07-31,2024-08-08,10647.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
663,Seasonal Promotion 578,2024-08-01,2024-08-10,98567.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
664,Seasonal Promotion 579,2024-08-02,2024-08-12,33379.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
665,Seasonal Promotion 580,2024-08-03,2024-08-14,64016.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
666,Seasonal Promotion 581,2024-08-04,2024-08-16,10168.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
667,Seasonal Promotion 582,2024-08-05,2024-08-18,40898.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
668,Seasonal Promotion 583,2024-08-06,2024-08-20,82239.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
669,Seasonal Promotion 584,2024-08-07,2024-08-22,70233.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
670,Seasonal Promotion 585,2024-08-08,2024-08-24,54213.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
671,Seasonal Promotion 586,2024-08-09,2024-08-26,76305.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
672,Seasonal Promotion 587,2024-08-10,2024-08-28,81591.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
673,Seasonal Promotion 588,2024-08-11,2024-08-30,75613.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
674,Seasonal Promotion 589,2024-08-12,2024-09-01,30519.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
675,Seasonal Promotion 590,2024-08-13,2024-09-03,26447.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
676,Seasonal Promotion 591,2024-08-14,2024-09-05,64181.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
677,Seasonal Promotion 592,2024-08-15,2024-09-07,95600.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
678,Seasonal Promotion 593,2024-08-16,2024-09-09,99052.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
679,Seasonal Promotion 594,2024-08-17,2024-09-11,91503.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
680,Seasonal Promotion 595,2024-08-18,2024-09-13,78652.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
681,Seasonal Promotion 596,2024-08-19,2024-09-15,47463.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
682,Seasonal Promotion 597,2024-08-20,2024-09-17,68670.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
683,Seasonal Promotion 598,2024-08-21,2024-09-19,75482.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
684,Seasonal Promotion 599,2024-08-22,2024-09-21,43209.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
685,Seasonal Promotion 600,2024-08-23,2024-08-24,29278.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
686,Seasonal Promotion 601,2024-08-24,2024-08-26,11772.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
687,Seasonal Promotion 602,2024-08-25,2024-08-28,24673.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
688,Seasonal Promotion 603,2024-08-26,2024-08-30,97861.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
689,Seasonal Promotion 604,2024-08-27,2024-09-01,56967.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
690,Seasonal Promotion 605,2024-08-28,2024-09-03,36557.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
691,Seasonal Promotion 606,2024-08-29,2024-09-05,60968.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
692,Seasonal Promotion 607,2024-08-30,2024-09-07,93727.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
693,Seasonal Promotion 608,2024-08-31,2024-09-09,81920.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
694,Seasonal Promotion 609,2024-09-01,2024-09-11,28832.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
695,Seasonal Promotion 610,2024-09-02,2024-09-13,76841.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
696,Seasonal Promotion 611,2024-09-03,2024-09-15,12877.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
697,Seasonal Promotion 612,2024-09-04,2024-09-17,55613.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
698,Seasonal Promotion 613,2024-09-05,2024-09-19,68989.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
699,Seasonal Promotion 614,2024-09-06,2024-09-21,39514.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
700,Seasonal Promotion 615,2024-09-07,2024-09-23,58758.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
701,Seasonal Promotion 616,2024-09-08,2024-09-25,67405.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
702,Seasonal Promotion 617,2024-09-09,2024-09-27,38535.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
703,Seasonal Promotion 618,2024-09-10,2024-09-29,95011.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
704,Seasonal Promotion 619,2024-09-11,2024-10-01,62185.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
705,Seasonal Promotion 620,2024-09-12,2024-10-03,53951.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
706,Seasonal Promotion 621,2024-09-13,2024-10-05,20912.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
707,Seasonal Promotion 622,2024-09-14,2024-10-07,59716.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
708,Seasonal Promotion 623,2024-09-15,2024-10-09,87882.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
709,Seasonal Promotion 624,2024-09-16,2024-10-11,99151.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
710,Seasonal Promotion 625,2024-09-17,2024-10-13,22096.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
711,Seasonal Promotion 626,2024-09-18,2024-10-15,38163.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
712,Seasonal Promotion 627,2024-09-19,2024-10-17,27642.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
713,Seasonal Promotion 628,2024-09-20,2024-10-19,31398.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
714,Seasonal Promotion 629,2024-09-21,2024-10-21,85062.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
715,Seasonal Promotion 630,2024-09-22,2024-09-23,20447.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
716,Seasonal Promotion 631,2024-09-23,2024-09-25,15427.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
717,Seasonal Promotion 632,2024-09-24,2024-09-27,69264.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
718,Seasonal Promotion 633,2024-09-25,2024-09-29,53264.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
719,Seasonal Promotion 634,2024-09-26,2024-10-01,52826.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
720,Seasonal Promotion 635,2024-09-27,2024-10-03,39524.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
721,Seasonal Promotion 636,2024-09-28,2024-10-05,36816.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
722,Seasonal Promotion 637,2024-09-29,2024-10-07,46760.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
723,Seasonal Promotion 638,2024-09-30,2024-10-09,20520.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
724,Seasonal Promotion 639,2024-10-01,2024-10-11,81534.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
725,Seasonal Promotion 640,2024-10-02,2024-10-13,48647.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
726,Seasonal Promotion 641,2024-10-03,2024-10-15,72955.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
727,Seasonal Promotion 642,2024-10-04,2024-10-17,60167.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
728,Seasonal Promotion 643,2024-10-05,2024-10-19,67033.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
729,Seasonal Promotion 644,2024-10-06,2024-10-21,17450.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
730,Seasonal Promotion 645,2024-10-07,2024-10-23,56089.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
731,Seasonal Promotion 646,2024-10-08,2024-10-25,43097.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
732,Seasonal Promotion 647,2024-10-09,2024-10-27,39503.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
733,Seasonal Promotion 648,2024-10-10,2024-10-29,13819.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
734,Seasonal Promotion 649,2024-10-11,2024-10-31,29852.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
735,Seasonal Promotion 650,2024-10-12,2024-11-02,84447.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
736,Seasonal Promotion 651,2024-10-13,2024-11-04,74859.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
737,Seasonal Promotion 652,2024-10-14,2024-11-06,81572.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
738,Seasonal Promotion 653,2024-10-15,2024-11-08,35618.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
739,Seasonal Promotion 654,2024-10-16,2024-11-10,29867.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
740,Seasonal Promotion 655,2024-10-17,2024-11-12,74232.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
741,Seasonal Promotion 656,2024-10-18,2024-11-14,27657.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
742,Seasonal Promotion 657,2024-10-19,2024-11-16,66066.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
743,Seasonal Promotion 658,2024-10-20,2024-11-18,60717.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
744,Seasonal Promotion 659,2024-10-21,2024-11-20,93993.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
745,Seasonal Promotion 660,2024-10-22,2024-10-23,97548.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
746,Seasonal Promotion 661,2024-10-23,2024-10-25,57934.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
747,Seasonal Promotion 662,2024-10-24,2024-10-27,28320.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
748,Seasonal Promotion 663,2024-10-25,2024-10-29,82017.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
749,Seasonal Promotion 664,2024-10-26,2024-10-31,75868.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
750,Seasonal Promotion 665,2024-10-27,2024-11-02,15421.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
751,Seasonal Promotion 666,2024-10-28,2024-11-04,25254.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
752,Seasonal Promotion 667,2024-10-29,2024-11-06,94478.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
753,Seasonal Promotion 668,2024-10-30,2024-11-08,92703.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
754,Seasonal Promotion 669,2024-10-31,2024-11-10,32784.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
755,Seasonal Promotion 670,2024-11-01,2024-11-12,91156.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
756,Seasonal Promotion 671,2024-11-02,2024-11-14,39720.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
757,Seasonal Promotion 672,2024-11-03,2024-11-16,60529.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
758,Seasonal Promotion 673,2024-11-04,2024-11-18,35383.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
759,Seasonal Promotion 674,2024-11-05,2024-11-20,29300.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
760,Seasonal Promotion 675,2024-11-06,2024-11-22,65394.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
761,Seasonal Promotion 676,2024-11-07,2024-11-24,18519.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
762,Seasonal Promotion 677,2024-11-08,2024-11-26,66934.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
763,Seasonal Promotion 678,2024-11-09,2024-11-28,95935.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
764,Seasonal Promotion 679,2024-11-10,2024-11-30,87216.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
765,Seasonal Promotion 680,2024-11-11,2024-12-02,94413.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
766,Seasonal Promotion 681,2024-11-12,2024-12-04,58256.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
767,Seasonal Promotion 682,2024-11-13,2024-12-06,90243.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
768,Seasonal Promotion 683,2024-11-14,2024-12-08,20661.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
769,Seasonal Promotion 684,2024-11-15,2024-12-10,37896.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
770,Seasonal Promotion 685,2024-11-16,2024-12-12,77126.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
771,Seasonal Promotion 686,2024-11-17,2024-12-14,79044.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
772,Seasonal Promotion 687,2024-11-18,2024-12-16,15762.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
773,Seasonal Promotion 688,2024-11-19,2024-12-18,59041.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
774,Seasonal Promotion 689,2024-11-20,2024-12-20,83378.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
775,Seasonal Promotion 690,2024-11-21,2024-11-22,43232.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
776,Seasonal Promotion 691,2024-11-22,2024-11-24,18872.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
777,Seasonal Promotion 692,2024-11-23,2024-11-26,51182.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
778,Seasonal Promotion 693,2024-11-24,2024-11-28,42052.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
779,Seasonal Promotion 694,2024-11-25,2024-11-30,60261.00,Affiliate,Completed,New,2025-06-01 07:11:07.140
